1,0,0,-1382,1382,0,0,-23501,23501,0,0,0,0,1,0
2,1041,611,-1582,972,0,10385,-26904,16519,0,0,0,0,1,0
3,2083,1129,-1542,413,0,19188,-26212,7023,0,0,0,0,1,0
4,3125,1475,-1266,-208,0,25071,-21529,-3542,0,0,0,0,1,0
5,4166,1596,-798,-798,0,27136,-13568,-13568,0,0,0,0,1,0
6,5208,1475,-208,-1266,0,25071,-3542,-21529,0,0,0,0,1,0
7,6250,1129,413,-1542,0,19188,7023,-26212,0,0,0,0,1,0
8,7291,611,972,-1582,0,10385,16519,-26904,0,0,0,0,1,0
9,8333,0,1382,-1382,0,0,23501,-23501,0,0,0,0,1,0
10,9375,-611,1582,-972,0,-10385,26904,-16519,0,0,0,0,1,0
11,10416,-1129,1542,-413,0,-19188,26212,-7023,0,0,0,0,1,0
12,11458,-1475,1266,208,0,-25071,21529,3542,0,0,0,0,1,0
13,12500,-1596,798,798,0,-27136,13568,13568,0,0,0,0,1,0
14,13541,-1475,208,1266,0,-25071,3542,21529,0,0,0,0,1,0
15,14583,-1129,-413,1542,0,-19188,-7023,26212,0,0,0,0,1,0
16,15625,-611,-972,1582,0,-10385,-16519,26904,0,0,0,0,1,0
17,16666,0,-1382,1382,0,0,-23501,23501,0,0,0,0,1,0
18,17708,611,-1582,972,0,10385,-26904,16519,0,0,0,0,1,0
19,18750,1129,-1542,413,0,19188,-26212,7023,0,0,0,0,1,0
20,19791,1475,-1266,-208,0,25071,-21529,-3542,0,0,0,0,1,0
21,20833,1596,-798,-798,0,27136,-13568,-13568,0,0,0,0,1,0
22,21875,1475,-208,-1266,0,25071,-3542,-21529,0,0,0,0,1,0
23,22916,1129,413,-1542,0,19188,7023,-26212,0,0,0,0,1,0
24,23958,611,972,-1582,0,10385,16519,-26904,0,0,0,0,1,0
25,25000,0,1382,-1382,0,0,23501,-23501,0,0,0,0,1,0
26,26041,-611,1582,-972,0,-10385,26904,-16519,0,0,0,0,1,0
27,27083,-1129,1542,-413,0,-19188,26212,-7023,0,0,0,0,1,0
28,28125,-1475,1266,208,0,-25071,21529,3542,0,0,0,0,1,0
29,29166,-1596,798,798,0,-27136,13568,13568,0,0,0,0,1,0
30,30208,-1475,208,1266,0,-25071,3542,21529,0,0,0,0,1,0
31,31250,-1129,-413,1542,0,-19188,-7023,26212,0,0,0,0,1,0
32,32291,-611,-972,1582,0,-10385,-16519,26904,0,0,0,0,1,0
33,33333,0,-1382,1382,0,0,-23501,23501,0,0,0,0,1,0
34,34375,611,-1582,972,0,10385,-26904,16519,0,0,0,0,1,0
35,35416,1129,-1542,413,0,19188,-26212,7023,0,0,0,0,1,0
36,36458,1475,-1266,-208,0,25071,-21529,-3542,0,0,0,0,1,0
37,37500,1596,-798,-798,0,27136,-13568,-13568,0,0,0,0,1,0
38,38541,1475,-208,-1266,0,25071,-3542,-21529,0,0,0,0,1,0
39,39583,1129,413,-1542,0,19188,7023,-26212,0,0,0,0,1,0
40,40625,611,972,-1582,0,10385,16519,-26904,0,0,0,0,1,0
41,41666,0,1382,-1382,0,0,23501,-23501,0,0,0,0,1,0
42,42708,-611,1582,-972,0,-10385,26904,-16519,0,0,0,0,1,0
43,43750,-1129,1542,-413,0,-19188,26212,-7023,0,0,0,0,1,0
44,44791,-1475,1266,208,0,-25071,21529,3542,0,0,0,0,1,0
45,45833,-1596,798,798,0,-27136,13568,13568,0,0,0,0,1,0
46,46875,-1475,208,1266,0,-25071,3542,21529,0,0,0,0,1,0
47,47916,-1129,-413,1542,0,-19188,-7023,26212,0,0,0,0,1,0
48,48958,-611,-972,1582,0,-10385,-16519,26904,0,0,0,0,1,0
49,50000,0,-4816,-8948,-13763,0,-1880,2350,0,0,0,0,1,0
50,51041,611,-5766,-13491,-18646,11942,-2152,1652,0,0,0,0,1,0
51,52083,1129,-3964,-16784,-19619,22066,-2097,702,0,0,0,0,1,0
52,53125,1475,243,-18294,-16576,28831,-1722,-354,0,0,0,0,1,0
53,54166,1596,6147,-17761,-10019,31207,-1085,-1357,0,0,0,0,1,0
54,55208,1475,12780,-15239,-985,28831,-283,-2153,0,0,0,0,1,0
55,56250,1129,19069,-11083,9115,22066,562,-2621,0,0,0,0,1,0
56,57291,611,23996,-5900,18707,11942,1322,-2690,0,0,0,0,1,0
57,58333,0,26750,-453,26297,0,1880,-2350,0,0,0,0,1,0
58,59375,-611,26856,4453,30698,-11942,2152,-1652,0,0,0,0,1,0
59,60416,-1129,24242,8094,31207,-22066,2097,-702,0,0,0,0,1,0
60,61458,-1475,19253,9938,27717,-28831,1722,354,0,0,0,0,1,0
61,62500,-1596,12600,9727,20731,-31207,1085,1357,0,0,0,0,1,0
62,63541,-1475,5244,7514,11284,-28831,283,2153,0,0,0,0,1,0
63,64583,-1129,-1739,3656,788,-22066,-562,2621,0,0,0,0,1,0
64,65625,-611,-7333,-1242,-9185,-11942,-1322,2690,0,0,0,0,1,0
65,66666,0,-10729,-6413,-17142,0,-1880,2350,0,0,0,0,1,0
66,67708,611,-11452,-11054,-21895,11942,-2152,1652,0,0,0,0,1,0
67,68750,989,-1350,362,0,19188,-26212,7023,0,0,0,0,1,0
68,69791,1292,-1109,-182,0,25071,-21529,-3542,0,0,0,0,1,0
69,70833,1398,-699,-699,0,27136,-13568,-13568,0,0,0,0,1,0
70,71875,1292,-182,-1109,0,25071,-3542,-21529,0,0,0,0,1,0
71,72916,989,362,-1350,0,19188,7023,-26212,0,0,0,0,1,0
72,73958,535,851,-1386,0,10385,16519,-26904,0,0,0,0,1,0
73,75000,0,1211,-1211,0,0,23501,-23501,0,0,0,0,1,0
74,76041,-535,1386,-851,0,-10385,26904,-16519,0,0,0,0,1,0
75,77083,-989,1350,-362,0,-19188,26212,-7023,0,0,0,0,1,0
76,78125,-1292,1109,182,0,-25071,21529,3542,0,0,0,0,1,0
77,79166,-1398,699,699,0,-27136,13568,13568,0,0,0,0,1,0
78,80208,-1292,182,1109,0,-25071,3542,21529,0,0,0,0,1,0
79,81250,-989,-362,1350,0,-19188,-7023,26212,0,0,0,0,1,0
80,82291,-535,-851,1386,0,-10385,-16519,26904,0,0,0,0,1,0
81,83333,0,-1211,1211,0,0,-23501,23501,0,0,0,0,1,0
82,84375,535,-1386,851,0,10385,-26904,16519,0,0,0,0,1,0
83,85416,989,-1350,362,0,19188,-26212,7023,0,0,0,0,1,0
84,86458,1292,-1109,-182,0,25071,-21529,-3542,0,0,0,0,1,0
85,87500,1398,-699,-699,0,27136,-13568,-13568,0,0,0,0,1,0
86,88541,1292,-182,-1109,0,25071,-3542,-21529,0,0,0,0,1,0
