1,0,0,-413,413,0,0,-25024,25024,0,0,0,0,1,0
2,1041,182,-472,290,0,11058,-28648,17590,0,0,0,0,1,0
3,2083,337,-460,123,0,20432,-27910,7479,0,0,0,0,1,0
4,3125,440,-378,-62,0,26696,-22924,-3772,0,0,0,0,1,0
5,4166,476,-238,-238,0,28895,-14448,-14448,0,0,0,0,1,0
6,5208,440,-62,-378,0,26696,-3772,-22924,0,0,0,0,1,0
7,6250,337,123,-460,0,20432,7479,-27910,0,0,0,0,1,0
8,7291,182,290,-472,0,11058,17590,-28648,0,0,0,0,1,0
9,8333,0,413,-413,0,0,25024,-25024,0,0,0,0,1,0
10,9375,-182,472,-290,0,-11058,28648,-17590,0,0,0,0,1,0
11,10416,-337,460,-123,0,-20432,27910,-7479,0,0,0,0,1,0
12,11458,-440,378,62,0,-26696,22924,3772,0,0,0,0,1,0
13,12500,-476,238,238,0,-28895,14448,14448,0,0,0,0,1,0
14,13541,-440,62,378,0,-26696,3772,22924,0,0,0,0,1,0
15,14583,-337,-123,460,0,-20432,-7479,27910,0,0,0,0,1,0
16,15625,-182,-290,472,0,-11058,-17590,28648,0,0,0,0,1,0
17,16666,0,-413,413,0,0,-25024,25024,0,0,0,0,1,0
18,17708,182,-472,290,0,11058,-28648,17590,0,0,0,0,1,0
19,18750,337,-460,123,0,20432,-27910,7479,0,0,0,0,1,0
20,19791,440,-378,-62,0,26696,-22924,-3772,0,0,0,0,1,0
21,20833,476,-238,-238,0,28895,-14448,-14448,0,0,0,0,1,0
22,21875,440,-62,-378,0,26696,-3772,-22924,0,0,0,0,1,0
23,22916,337,123,-460,0,20432,7479,-27910,0,0,0,0,1,0
24,23958,182,290,-472,0,11058,17590,-28648,0,0,0,0,1,0
25,25000,0,413,-413,0,0,25024,-25024,0,0,0,0,1,0
26,26041,-182,472,-290,0,-11058,28648,-17590,0,0,0,0,1,0
27,27083,-337,460,-123,0,-20432,27910,-7479,0,0,0,0,1,0
28,28125,-440,378,62,0,-26696,22924,3772,0,0,0,0,1,0
29,29166,-476,238,238,0,-28895,14448,14448,0,0,0,0,1,0
30,30208,-440,62,378,0,-26696,3772,22924,0,0,0,0,1,0
31,31250,-337,-123,460,0,-20432,-7479,27910,0,0,0,0,1,0
32,32291,-182,-290,472,0,-11058,-17590,28648,0,0,0,0,1,0
33,33333,0,-413,413,0,0,-25024,25024,0,0,0,0,1,0
34,34375,182,-472,290,0,11058,-28648,17590,0,0,0,0,1,0
35,35416,337,-460,123,0,20432,-27910,7479,0,0,0,0,1,0
36,36458,440,-378,-62,0,26696,-22924,-3772,0,0,0,0,1,0
37,37500,476,-238,-238,0,28895,-14448,-14448,0,0,0,0,1,0
38,38541,440,-62,-378,0,26696,-3772,-22924,0,0,0,0,1,0
39,39583,337,123,-460,0,20432,7479,-27910,0,0,0,0,1,0
40,40625,182,290,-472,0,11058,17590,-28648,0,0,0,0,1,0
41,41666,0,413,-413,0,0,25024,-25024,0,0,0,0,1,0
42,42708,-182,472,-290,0,-11058,28648,-17590,0,0,0,0,1,0
43,43750,-337,460,-123,0,-20432,27910,-7479,0,0,0,0,1,0
44,44791,-440,378,62,0,-26696,22924,3772,0,0,0,0,1,0
45,45833,-476,238,238,0,-28895,14448,14448,0,0,0,0,1,0
46,46875,-440,62,378,0,-26696,3772,22924,0,0,0,0,1,0
47,47916,-337,-123,460,0,-20432,-7479,27910,0,0,0,0,1,0
48,48958,-182,-290,472,0,-11058,-17590,28648,0,0,0,0,1,0
49,50000,0,-413,31207,30794,0,-27026,2502,0,0,0,0,1,0
50,51041,182,-472,23863,23573,11942,-30940,1759,0,0,0,0,1,0
51,52083,337,-460,15125,15002,22066,-30143,748,0,0,0,0,1,0
52,53125,440,-378,6236,6299,28831,-24758,-377,0,0,0,0,1,0
53,54166,476,-238,-1533,-1295,31207,-15603,-1445,0,0,0,0,1,0
54,55208,440,-62,-7079,-6701,28831,-4073,-2292,0,0,0,0,1,0
55,56250,337,123,-9635,-9175,22066,8077,-2791,0,0,0,0,1,0
56,57291,182,290,-8885,-8413,11942,18997,-2865,0,0,0,0,1,0
57,58333,0,413,-5014,-4601,0,27026,-2502,0,0,0,0,1,0
58,59375,-182,472,1321,1611,-11942,30940,-1759,0,0,0,0,1,0
59,60416,-337,460,9089,9212,-22066,30143,-748,0,0,0,0,1,0
60,61458,-440,378,17046,16983,-28831,24758,377,0,0,0,0,1,0
61,62500,-476,238,23918,23680,-31207,15603,1445,0,0,0,0,1,0
62,63541,-440,62,28603,28225,-28831,4073,2292,0,0,0,0,1,0
63,64583,-337,-123,30330,29869,-22066,-8077,2791,0,0,0,0,1,0
64,65625,-182,-290,28783,28310,-11942,-18997,2865,0,0,0,0,1,0
65,66666,0,-413,24145,23733,0,-27026,2502,0,0,0,0,1,0
66,67708,182,-472,17074,16784,11942,-30940,1759,0,0,0,0,1,0
67,68750,337,-460,8597,8474,22066,-30143,748,0,0,0,0,1,0
68,69791,440,-378,-40,22,28831,-24758,-377,0,0,0,0,1,0
