1,0,0,-1341,1341,0,0,-25078,25078,0,0,0,0,1,0
2,520,302,-1466,1164,0,5649,-27420,21771,0,0,0,0,1,0
3,1041,593,-1535,943,0,11081,-28709,17628,0,0,0,0,1,0
4,1562,860,-1545,685,0,16088,-28895,12807,0,0,0,0,1,0
5,2083,1095,-1496,401,0,20476,-27970,7495,0,0,0,0,1,0
6,2604,1288,-1389,101,0,24077,-25971,1894,0,0,0,0,1,0
7,3125,1431,-1229,-202,0,26753,-22973,-3780,0,0,0,0,1,0
8,3645,1519,-1021,-498,0,28401,-19093,-9308,0,0,0,0,1,0
9,4166,1549,-774,-774,0,28957,-14479,-14479,0,0,0,0,1,0
10,4687,1519,-498,-1021,0,28401,-9308,-19093,0,0,0,0,1,0
11,5208,1431,-202,-1229,0,26753,-3780,-22973,0,0,0,0,1,0
12,5729,1288,101,-1389,0,24077,1894,-25971,0,0,0,0,1,0
13,6250,1095,401,-1496,0,20476,7495,-27970,0,0,0,0,1,0
14,6770,860,685,-1545,0,16088,12807,-28895,0,0,0,0,1,0
15,7291,593,943,-1535,0,11081,17628,-28709,0,0,0,0,1,0
16,7812,302,1164,-1466,0,5649,21771,-27420,0,0,0,0,1,0
17,8333,0,1341,-1341,0,0,25078,-25078,0,0,0,0,1,0
18,8854,-302,1466,-1164,0,-5649,27420,-21771,0,0,0,0,1,0
19,9375,-593,1535,-943,0,-11081,28709,-17628,0,0,0,0,1,0
20,9895,-860,1545,-685,0,-16088,28895,-12807,0,0,0,0,1,0
21,10416,-1095,1496,-401,0,-20476,27970,-7495,0,0,0,0,1,0
22,10937,-1288,1389,-101,0,-24077,25971,-1894,0,0,0,0,1,0
23,11458,-1431,1229,202,0,-26753,22973,3780,0,0,0,0,1,0
24,11979,-1519,1021,498,0,-28401,19093,9308,0,0,0,0,1,0
25,12500,-1549,774,774,0,-28957,14479,14479,0,0,0,0,1,0
26,13020,-1519,498,1021,0,-28401,9308,19093,0,0,0,0,1,0
27,13541,-1431,202,1229,0,-26753,3780,22973,0,0,0,0,1,0
28,14062,-1288,-101,1389,0,-24077,-1894,25971,0,0,0,0,1,0
29,14583,-1095,-401,1496,0,-20476,-7495,27970,0,0,0,0,1,0
30,15104,-860,-685,1545,0,-16088,-12807,28895,0,0,0,0,1,0
31,15625,-593,-943,1535,0,-11081,-17628,28709,0,0,0,0,1,0
32,16145,-302,-1164,1466,0,-5649,-21771,27420,0,0,0,0,1,0
33,16666,0,-1341,1341,0,0,-25078,25078,0,0,0,0,1,0
34,17187,302,-1466,1164,0,5649,-27420,21771,0,0,0,0,1,0
35,17708,593,-1535,943,0,11081,-28709,17628,0,0,0,0,1,0
36,18229,860,-1545,685,0,16088,-28895,12807,0,0,0,0,1,0
37,18750,1095,-1496,401,0,20476,-27970,7495,0,0,0,0,1,0
38,19270,1288,-1389,101,0,24077,-25971,1894,0,0,0,0,1,0
39,19791,1431,-1229,-202,0,26753,-22973,-3780,0,0,0,0,1,0
40,20312,1519,-1021,-498,0,28401,-19093,-9308,0,0,0,0,1,0
41,20833,1549,-774,-774,0,28957,-14479,-14479,0,0,0,0,1,0
42,21354,1519,-498,-1021,0,28401,-9308,-19093,0,0,0,0,1,0
43,21875,1431,-202,-1229,0,26753,-3780,-22973,0,0,0,0,1,0
44,22395,1288,101,-1389,0,24077,1894,-25971,0,0,0,0,1,0
45,22916,1095,401,-1496,0,20476,7495,-27970,0,0,0,0,1,0
46,23437,860,685,-1545,0,16088,12807,-28895,0,0,0,0,1,0
47,23958,593,943,-1535,0,11081,17628,-28709,0,0,0,0,1,0
48,24479,302,1164,-1466,0,5649,21771,-27420,0,0,0,0,1,0
49,25000,0,1341,-1341,0,0,25078,-25078,0,0,0,0,1,0
50,25520,-302,1466,-1164,0,-5649,27420,-21771,0,0,0,0,1,0
51,26041,-593,1535,-943,0,-11081,28709,-17628,0,0,0,0,1,0
52,26562,-860,1545,-685,0,-16088,28895,-12807,0,0,0,0,1,0
53,27083,-1095,1496,-401,0,-20476,27970,-7495,0,0,0,0,1,0
54,27604,-1288,1389,-101,0,-24077,25971,-1894,0,0,0,0,1,0
55,28125,-1431,1229,202,0,-26753,22973,3780,0,0,0,0,1,0
56,28645,-1519,1021,498,0,-28401,19093,9308,0,0,0,0,1,0
57,29166,-1549,774,774,0,-28957,14479,14479,0,0,0,0,1,0
58,29687,-1519,498,1021,0,-28401,9308,19093,0,0,0,0,1,0
59,30208,-1431,202,1229,0,-26753,3780,22973,0,0,0,0,1,0
60,30729,-1288,-101,1389,0,-24077,-1894,25971,0,0,0,0,1,0
61,31250,-1095,-401,1496,0,-20476,-7495,27970,0,0,0,0,1,0
62,31770,-860,-685,1545,0,-16088,-12807,28895,0,0,0,0,1,0
63,32291,-593,-943,1535,0,-11081,-17628,28709,0,0,0,0,1,0
64,32812,-302,-1164,1466,0,-5649,-21771,27420,0,0,0,0,1,0
65,33333,0,-1341,1341,0,0,-25078,25078,0,0,0,0,1,0
66,33854,302,-1466,1164,0,5649,-27420,21771,0,0,0,0,1,0
67,34375,593,-1535,943,0,11081,-28709,17628,0,0,0,0,1,0
68,34895,860,-1545,685,0,16088,-28895,12807,0,0,0,0,1,0
69,35416,1095,-1496,401,0,20476,-27970,7495,0,0,0,0,1,0
70,35937,1288,-1389,101,0,24077,-25971,1894,0,0,0,0,1,0
71,36458,1431,-1229,-202,0,26753,-22973,-3780,0,0,0,0,1,0
72,36979,1519,-1021,-498,0,28401,-19093,-9308,0,0,0,0,1,0
73,37500,1549,-774,-774,0,28957,-14479,-14479,0,0,0,0,1,0
74,38020,1519,-498,-1021,0,28401,-9308,-19093,0,0,0,0,1,0
75,38541,1431,-202,-1229,0,26753,-3780,-22973,0,0,0,0,1,0
